Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
3641,2019-02-04 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,13993.13,Supplementary Income,Swansea,UK
3642,2019-02-04 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,13990.13,Bills,Swansea,UK
3643,2019-02-04 00:00:00,DD,ZURICH,20.69,,13993.13,Insurance,Swansea,UK
3644,2019-02-04 00:00:00,BP,SAVE THE CHANGE,2.47,,14013.82,Savings,Swansea,UK
3645,2019-01-04 00:00:00,,INTEREST (GROSS),,6.33,14016.29,Interest,Swansea,UK
3646,2019-01-04 00:00:00,DEB,Brontosaurus Vegan,16.62,,14009.96,Dine Out,Swansea,UK
3647,2019-01-04 00:00:00,DEB,POST OFFICE COUNTE,12.76,,14026.58,Others,Swansea,UK
3648,2019-01-04 00:00:00,DEB,MARKS&SPENCER PLC,7.1,,14039.34,Clothes,,
3649,2019-01-04 00:00:00,DEB,PAYPAL *JAKUBSTADT,81.05,,14046.44,Services,Swansea,UK
3650,2019-01-04 00:00:00,DD,PRINCIPALITY BS,957.26,,14127.49,Mortgage,Swansea,UK
3651,2019-01-04 00:00:00,DD,CC SWANSEA C.TAX,145.69,,15084.75,Bills,Swansea,UK
3652,2019-01-04 00:00:00,DD,GOOD ENERGY LTD,97.0,,15230.44,Bills,Swansea,UK
3653,2019-01-04 00:00:00,DD,DWR CYMRU W WATER,32.5,,15327.44,Bills,Swansea,UK
3654,2019-01-04 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,15359.94,Savings,Swansea,UK
3655,2019-01-04 00:00:00,CPT,LNK 1 UNION STREET,40.0,,15659.94,Cash,Leicester,UK
3656,29/03/2019,CPT,LNK TESCO FABIAN W,40.0,,15699.94,Cash,Swansea,UK
3657,29/03/2019,DD,UCU B ACCOUNT,24.26,,15739.94,Others,Swansea,UK
3658,29/03/2019,BP,SAVE THE CHANGE,0.5,,15764.2,Savings,Swansea,UK
3659,29/03/2019,BGC,SWANSEA UNI - PAY,,3251.36,15764.7,Paycheck,Swansea,UK
3660,28/03/2019,DEB,AMZN MKTP UK*MZ4YK,2.5,,12513.34,Amazon,Swansea,UK
3661,27/03/2019,BP,SAVE THE CHANGE,0.7,,12515.84,Savings,Swansea,UK
3662,26/03/2019,DEB,SAINSBURY'S S/MKT,29.3,,12516.54,Groceries,,
3663,26/03/2019,BP,SAVE THE CHANGE,1.41,,12545.84,Savings,Swansea,UK
3664,25/03/2019,DEB,ZINCO LOUNGE,14.75,,12547.25,Dine Out,Swansea,UK
3665,25/03/2019,DEB,Brontosaurus Vegan,15.05,,12562.0,Dine Out,Swansea,UK
3666,25/03/2019,DEB,MARKS&SPENCER PLC,10.8,,12577.05,Clothes,,
3667,25/03/2019,DEB,Audible.co.uk,7.99,,12587.85,Entertainment,Swansea,UK
3668,25/03/2019,CPT,LNK TESCO FABIAN W,50.0,,12595.84,Cash,Swansea,UK
3669,25/03/2019,BP,SAVE THE CHANGE,0.69,,12645.84,Savings,Swansea,UK
3670,22/03/2019,CPT,LNK TESCO FABIAN W,30.0,,12646.53,Cash,Swansea,UK
3671,22/03/2019,DD,CORGI HOMEPLAN,14.75,,12676.53,Home Improvement,swansea,UK
3672,22/03/2019,DEB,NON-GBP PURCH FEE,0.5,,12691.28,Others,Swansea,UK
3673,22/03/2019,DEB,NON-GBP TRANS FEE,6.64,,12691.78,Others,Swansea,UK
3674,22/03/2019,DEB,B.COM 2160701-KEGH,222.31,,12698.42,,,
3675,22/03/2019,BP,SAVE THE CHANGE,0.56,,12920.73,Savings,Swansea,UK
3676,21/03/2019,DEB,AMZN Mktp UK*MW55R,17.7,,12921.29,Amazon,Swansea,UK
3677,21/03/2019,DEB,KLM UK  074341,443.74,,12938.99,Travel,,
3678,21/03/2019,DD,VIRGIN MEDIA PYMTS,29.0,,13382.73,Bills,Swansea,UK
3679,21/03/2019,BP,SAVE THE CHANGE,0.97,,13411.73,Savings,Swansea,UK
3680,20/03/2019,DEB,AMZN Mktp UK*MW0N1,9.03,,13412.7,Amazon,Swansea,UK
3681,20/03/2019,DEB,EXPEDIA 7420654555,3.0,,13421.73,Travel,,
3682,20/03/2019,BP,SAVE THE CHANGE,0.86,,13424.73,Savings,Swansea,UK
3683,19/03/2019,DEB,AMZN Mktp UK*MW1XF,6.14,,13425.59,Amazon,Swansea,UK
3684,19/03/2019,CPT,LNK FABIAN WAY,50.0,,13431.73,Cash,Swansea,UK
3685,19/03/2019,BP,SAVE THE CHANGE,0.3,,13481.73,Savings,Swansea,UK
3686,18/03/2019,DEB,THE BIKE HUB,20.0,,13482.03,Other Shopping,,
3687,18/03/2019,DEB,MARKS&SPENCER PLC,4.7,,13502.03,Clothes,,
3688,18/03/2019,DD,O2,17.95,,13506.73,Other Shopping,Swansea,UK
3689,18/03/2019,CPT,LNK M&S SWANSEA,40.0,,13524.68,Cash,Swansea,UK
3690,15/03/2019,CPT,LNK TESCO FABIAN W,40.0,,13564.68,Cash,Swansea,UK
3691,15/03/2019,BGC,SWANSEA UNIVERSITY,,264.95,13604.68,Supplementary Income,Swansea,UK
3692,14/03/2019,BP,SAVE THE CHANGE,0.5,,13339.73,Savings,Swansea,UK
3693,13/03/2019,DEB,AMZN MKTP UK*MW1F6,15.9,,13340.23,Amazon,Swansea,UK
3694,13/03/2019,DEB,TESCO STORES 4628,6.6,,13356.13,Groceries,,
3695,2019-12-03 00:00:00,CPT,LNK TESCO FABIAN W,40.0,,13362.73,Cash,Swansea,UK
3696,2019-12-03 00:00:00,BP,SAVE THE CHANGE,0.67,,13402.73,Savings,Swansea,UK
3697,2019-11-03 00:00:00,DEB,Brontosaurus Vegan,33.72,,13403.4,Dine Out,Swansea,UK
3698,2019-11-03 00:00:00,DEB,MARKS&SPENCER PLC,5.0,,13437.12,Clothes,,
3699,2019-11-03 00:00:00,DEB,Amazon Prime*MW23K,79.0,,13442.12,Amazon,Swansea,UK
3700,2019-11-03 00:00:00,DEB,AMZN Mktp UK*MW6U6,7.61,,13521.12,Amazon,Swansea,UK
3701,2019-08-03 00:00:00,CPT,LNK FABIAN WAY,50.0,,13528.73,Cash,Swansea,UK
3702,2019-08-03 00:00:00,DD,LV LIFE,37.12,,13578.73,Insurance,Swansea,UK
3703,2019-08-03 00:00:00,BP,SAVE THE CHANGE,0.99,,13615.85,Savings,Swansea,UK
3704,2019-07-03 00:00:00,DEB,AMAZON.CO.UK*MW8G9,13.01,,13616.84,Amazon,Swansea,UK
3705,2019-07-03 00:00:00,CPT,LNK TESCO FABIAN W,40.0,,13629.85,Cash,Swansea,UK
3706,2019-07-03 00:00:00,BP,SAVE THE CHANGE,0.51,,13669.85,Savings,Swansea,UK
3707,2019-06-03 00:00:00,DEB,AMZN MKTP UK*MW4GI,23.49,,13670.36,Amazon,Swansea,UK
3708,2019-06-03 00:00:00,CPT,LNK FABIAN WAY,50.0,,13693.85,Cash,Swansea,UK
3709,2019-06-03 00:00:00,BP,SAVE THE CHANGE,0.27,,13743.85,Savings,Swansea,UK
3710,2019-05-03 00:00:00,DEB,AMZN Mktp UK*MW6J9,35.73,,13744.12,Amazon,Swansea,UK
3711,2019-05-03 00:00:00,BP,SAVE THE CHANGE,2.2,,13779.85,Savings,Swansea,UK
3712,2019-04-03 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,13782.05,Amazon,Swansea,UK
3713,2019-04-03 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,13779.05,Bills,Swansea,UK
3714,2019-04-03 00:00:00,DEB,Amazon.co.uk*MW4OW,16.15,,13782.05,Supplementary Income,Swansea,UK
3715,2019-04-03 00:00:00,DEB,MARKS&SPENCER PLC,9.2,,13798.2,Clothes,,
3716,2019-04-03 00:00:00,DEB,COFFEE#1 SWANSEA,8.8,,13807.4,Dine Out,Swansea,UK
3717,2019-04-03 00:00:00,DEB,AMZN Mktp UK*MW8PN,11.65,,13816.2,Amazon,Swansea,UK
3718,2019-01-03 00:00:00,,INTEREST (GROSS),,5.71,13827.85,Interest,Swansea,UK
3719,2019-01-03 00:00:00,CPT,LNK TESCO FABIAN W,50.0,,13822.14,Cash,Swansea,UK
3720,2019-01-03 00:00:00,DD,PRINCIPALITY BS,957.26,,13872.14,Mortgage,Swansea,UK
3721,2019-01-03 00:00:00,DD,GOOD ENERGY LTD,97.0,,14829.4,Bills,Swansea,UK
3722,2019-01-03 00:00:00,DD,AVIVA LIFE,46.46,,14926.4,Insurance,Swansea,UK
3723,2019-01-03 00:00:00,DD,DWR CYMRU W WATER,23.5,,14972.86,Bills,Swansea,UK
3724,2019-01-03 00:00:00,DD,ASSURANT INTER LTD,21.15,,14996.36,Insurance,Swansea,UK
3725,2019-01-03 00:00:00,DD,ZURICH,20.69,,15017.51,Insurance,Swansea,UK
3726,2019-01-03 00:00:00,DD,CC SWANSEA C.TAX,13.0,,15038.2,Bills,Swansea,UK
3727,2019-01-03 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,15051.2,Savings,Swansea,UK
3728,2019-01-03 00:00:00,BGC,SWANSEA UNIVERSITY,,123.2,15351.2,Supplementary Income,Swansea,UK
3729,28/02/2019,DD,UCU B ACCOUNT,24.26,,15228.0,Others,Swansea,UK
3730,28/02/2019,BGC,SWANSEA UNI - PAY,,3250.96,15252.26,Paycheck,Swansea,UK
3731,28/02/2019,BGC,MIDDLESEX UNIV,,404.95,12001.3,Supplementary Income,Swansea,UK
3732,27/02/2019,CPT,LNK TESCO FABIAN W,20.0,,11596.35,Cash,Swansea,UK
3733,26/02/2019,BP,SAVE THE CHANGE,1.79,,11616.35,Savings,Swansea,UK
3734,25/02/2019,DEB,NON-GBP PURCH FEE,0.5,,11618.14,Others,Swansea,UK
3735,25/02/2019,DEB,NON-GBP TRANS FEE,11.52,,11618.64,Others,Swansea,UK
3736,25/02/2019,DEB,VEGAN LAUNCH,385.59,,11630.16,Dine Out,,
3737,25/02/2019,DEB,Amazon.co.uk*MI64R,12.37,,12015.75,Amazon,Swansea,UK
3738,25/02/2019,DEB,AMZN MKTP UK*MI4CC,8.99,,12028.12,Amazon,Swansea,UK
3739,25/02/2019,DEB,AMZN Mktp UK*MI93A,5.99,,12037.11,Amazon,Swansea,UK
3740,25/02/2019,DEB,SHARE DEALINGS LEE,5000.0,,12043.1,Services,Swansea,UK
3741,25/02/2019,DEB,Brontosaurus Vegan,20.99,,17043.1,Dine Out,Swansea,UK
3742,25/02/2019,DEB,POUNDSTRETCHER 270,4.29,,17064.09,Groceries,,
3743,25/02/2019,DEB,Audible.co.uk,7.99,,17068.38,Entertainment,Swansea,UK
3744,25/02/2019,DEB,SHARE DEALINGS LEE,25.0,,17076.37,Services,Swansea,UK
3745,25/02/2019,CPT,LNK TESCO FABIAN W,40.0,,17101.37,Cash,Swansea,UK
3746,22/02/2019,DEB,SAINSBURY'S S/MKT,11.0,,17141.37,Groceries,,
3747,22/02/2019,CPT,LNK TESCO FABIAN W,40.0,,17152.37,Cash,Swansea,UK
3748,22/02/2019,DD,CORGI HOMEPLAN,14.75,,17192.37,Home Improvement,swansea,UK
3749,21/02/2019,DD,VIRGIN MEDIA PYMTS,29.0,,17207.12,Bills,Swansea,UK
3750,19/02/2019,CPT,LNK FABIAN WAY,50.0,,17236.12,Cash,Swansea,UK
3751,19/02/2019,BP,SAVE THE CHANGE,0.66,,17286.12,Savings,Swansea,UK
3752,18/02/2019,DEB,ZARA SWANSEA,49.99,,17286.78,Clothes,Swansea,UK
3753,18/02/2019,DEB,Brontosaurus Vegan,12.66,,17336.77,Dine Out,Swansea,UK
3754,18/02/2019,DEB,AMZN Mktp UK*MI3BZ,11.99,,17349.43,Amazon,Swansea,UK
3755,18/02/2019,DEB,MARKS&SPENCER PLC,8.7,,17361.42,Clothes,,
3756,18/02/2019,DD,O2,17.95,,17370.12,Other Shopping,Swansea,UK
3757,18/02/2019,BP,SAVE THE CHANGE,0.57,,17388.07,Savings,Swansea,UK
3758,15/02/2019,DEB,AMZN Mktp UK*MI5TU,8.43,,17388.64,Amazon,Swansea,UK
3759,15/02/2019,CPT,LNK TESCO FABIAN W,50.0,,17397.07,Cash,Swansea,UK
3760,13/02/2019,BP,SAVE THE CHANGE,0.64,,17447.07,Savings,Swansea,UK
3761,2019-12-02 00:00:00,DEB,AMZN MKTP UK*MI4ED,8.37,,17447.71,Amazon,Swansea,UK
3762,2019-12-02 00:00:00,DEB,AMZN Mktp UK*MI5RP,7.99,,17456.08,Amazon,Swansea,UK
3763,2019-12-02 00:00:00,CPT,LNK UNI - UNIVERSI,50.0,,17464.07,Cash,Swansea,UK
3764,2019-12-02 00:00:00,BP,SAVE THE CHANGE,1.45,,17514.07,Savings,Swansea,UK
3765,2019-11-02 00:00:00,DEB,AMAZON.CO.UK*MI5QA,7.86,,17515.52,Amazon,Swansea,UK
3766,2019-11-02 00:00:00,DEB,Brontosaurus Vegan,23.62,,17523.38,Dine Out,Swansea,UK
3767,2019-11-02 00:00:00,DEB,IQRA SWANSEA LIMIT,20.97,,17547.0,,,
3768,2019-11-02 00:00:00,DEB,MARKS&SPENCER PLC,8.1,,17567.97,Clothes,,
3769,2019-11-02 00:00:00,DEB,POUNDLAND LTD 1414,4.0,,17576.07,Groceries,,
3770,2019-08-02 00:00:00,DD,LV LIFE,37.12,,17580.07,Insurance,Swansea,UK
3771,2019-08-02 00:00:00,BP,SAVE THE CHANGE,0.87,,17617.19,Savings,Swansea,UK
3772,2019-07-02 00:00:00,DEB,POUNDSTRETCHER 270,7.13,,17618.06,Groceries,,
3773,2019-07-02 00:00:00,CPT,LNK TESCO FABIAN W,60.0,,17625.19,Cash,Swansea,UK
3774,2019-07-02 00:00:00,BP,SAVE THE CHANGE,0.85,,17685.19,Savings,Swansea,UK
3775,2019-06-02 00:00:00,DEB,SAINSBURY'S S/MKT,22.15,,17686.04,Groceries,,
3776,2019-06-02 00:00:00,BP,SAVE THE CHANGE,0.61,,17708.19,Savings,Swansea,UK
3777,2019-05-02 00:00:00,DEB,AMZN Mktp UK*MI47S,2.39,,17708.8,Amazon,Swansea,UK
3778,2019-05-02 00:00:00,CPT,LNK FABIAN WAY,50.0,,17711.19,Cash,Swansea,UK
3779,2019-05-02 00:00:00,BP,SAVE THE CHANGE,0.67,,17761.19,Savings,Swansea,UK
3780,2019-04-02 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,17761.86,Dine Out,Swansea,UK
3781,2019-04-02 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,17758.86,Bills,Swansea,UK
3782,2019-04-02 00:00:00,DEB,Brontosaurus Vegan,26.73,,17761.86,Supplementary Income,Swansea,UK
3783,2019-04-02 00:00:00,DEB,MARKS&SPENCER PLC,13.6,,17788.59,Clothes,,
3784,2019-04-02 00:00:00,DD,ASSURANT INTER LTD,21.15,,17802.19,Insurance,Swansea,UK
3785,2019-04-02 00:00:00,BP,SAVE THE CHANGE,0.33,,17823.34,Savings,Swansea,UK
3786,2019-01-02 00:00:00,,INTEREST (GROSS),,6.12,17823.67,Interest,Swansea,UK
3787,2019-01-02 00:00:00,DEB,TESCO STORES 4628,2.67,,17817.55,Groceries,,
3788,2019-01-02 00:00:00,DD,PRINCIPALITY BS,957.26,,17820.22,Mortgage,Swansea,UK
3789,2019-01-02 00:00:00,DD,GOOD ENERGY LTD,97.0,,18777.48,Bills,Swansea,UK
3790,2019-01-02 00:00:00,DD,AVIVA LIFE,46.46,,18874.48,Insurance,Swansea,UK
3791,2019-01-02 00:00:00,DD,DWR CYMRU W WATER,23.5,,18920.94,Bills,Swansea,UK
3792,2019-01-02 00:00:00,DD,ZURICH,20.69,,18944.44,Insurance,Swansea,UK
3793,2019-01-02 00:00:00,DD,CC SWANSEA C.TAX,13.81,,18965.13,Bills,Swansea,UK
3794,2019-01-02 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,18978.94,Savings,Swansea,UK
3795,2019-01-02 00:00:00,BP,SAVE THE CHANGE,0.8,,19278.94,Savings,Swansea,UK
3796,31/01/2019,DEB,BIRMINGHAM INT HOT,47.0,,19279.74,Hotels,Birmingham,UK
3797,31/01/2019,DEB,WASABI BIRMINGHAM,12.2,,19326.74,Dine Out,Birmingham,UK
3798,31/01/2019,CPT,LNK TESCO FABIAN W,60.0,,19338.94,Cash,Swansea,UK
3799,31/01/2019,DD,UCU B ACCOUNT,24.26,,19398.94,Others,Swansea,UK
3800,31/01/2019,BP,SAVE THE CHANGE,1.0,,19423.2,Savings,Swansea,UK
3801,31/01/2019,BGC,SWANSEA UNI - PAY,,3251.36,19424.2,Paycheck,Swansea,UK
3802,30/01/2019,DEB,TFW RAIL SERVICES,67.4,,16172.84,Travel,,
3803,30/01/2019,DEB,SHREWSBURY STARBUC,8.6,,16240.24,Dine Out,Shrewsbury,UK
3804,30/01/2019,DEB,THE BIKE HUB,5.0,,16248.84,Other Shopping,,
3805,29/01/2019,CPT,LOYD LOYD 802 OXFO,60.0,,16253.84,Cash,Swansea,UK
3806,29/01/2019,BP,SAVE THE CHANGE,0.8,,16313.84,Savings,Swansea,UK
3807,28/01/2019,DEB,MARKS&SPENCER PLC,10.2,,16314.64,Clothes,,
3808,28/01/2019,BP,SAVE THE CHANGE,0.1,,16324.84,Savings,Swansea,UK
3809,25/01/2019,DEB,SAINSBURY'S S/MKT,12.9,,16324.94,Groceries,,
3810,25/01/2019,CPT,LNK TESCO FABIAN W,60.0,,16337.84,Cash,Swansea,UK
3811,25/01/2019,BP,SAVE THE CHANGE,0.01,,16397.84,Savings,Swansea,UK
3812,24/01/2019,DEB,Audible.co.uk,7.99,,16397.85,Entertainment,Swansea,UK
3813,24/01/2019,BP,SAVE THE CHANGE,0.5,,16405.84,Savings,Swansea,UK
3814,23/01/2019,DEB,HOLIDAY INNS,96.0,,16406.34,Hotels,,
3815,23/01/2019,DEB,HOLIDAY INNS,3.5,,16502.34,Hotels,,
3816,23/01/2019,BP,SAVE THE CHANGE,0.9,,16505.84,Savings,Swansea,UK
3817,22/01/2019,DEB,LUL TICKET MACHINE,13.1,,16506.74,Travel,London,UK
3818,22/01/2019,DD,CORGI HOMEPLAN,14.75,,16519.84,Home Improvement,swansea,UK
3819,22/01/2019,BP,SAVE THE CHANGE,2.36,,16534.59,Savings,Swansea,UK
3820,21/01/2019,DEB,PIZZA EXPRESS,27.45,,16536.95,Dine Out,,
3821,21/01/2019,DEB,Brontosaurus Vegan,20.89,,16564.4,Dine Out,Swansea,UK
3822,21/01/2019,DEB,MARKS&SPENCER PLC,13.2,,16585.29,Clothes,,
3823,21/01/2019,DEB,COFFEE#1 SWANSEA,6.6,,16598.49,Dine Out,Swansea,UK
3824,21/01/2019,DEB,TESCO STORES 4628,6.5,,16605.09,Groceries,,
3825,21/01/2019,DD,VIRGIN MEDIA PYMTS,29.0,,16611.59,Bills,Swansea,UK
3826,21/01/2019,CPT,LNK BEST ONE,40.0,,16640.59,Cash,,
3827,18/01/2019,CPT,LNK TESCO FABIAN W,60.0,,16680.59,Cash,Swansea,UK
3828,18/01/2019,BP,SAVE THE CHANGE,0.3,,16740.59,Savings,Swansea,UK
3829,17/01/2019,DEB,GWR WEBSALES,116.7,,16740.89,Travel,,
3830,16/01/2019,DD,O2,16.78,,16857.59,Other Shopping,Swansea,UK
3831,16/01/2019,BP,SAVE THE CHANGE,0.33,,16874.37,Savings,Swansea,UK
3832,15/01/2019,CPT,LNK TESCO FABIAN W,60.0,,16874.7,Cash,Swansea,UK
3833,15/01/2019,DEB,SAINSBURYS S/MKTS,30.0,,16934.7,Groceries,,
3834,15/01/2019,DEB,NON-GBP PURCH FEE,0.5,,16964.7,Others,Swansea,UK
3835,15/01/2019,DEB,NON-GBP TRANS FEE,0.58,,16965.2,Others,Swansea,UK
3836,15/01/2019,DEB,RMV CONTACT CENTER,19.67,,16965.78,Others,Swansea,UK
3837,15/01/2019,BP,SAVE THE CHANGE,0.39,,16985.45,Savings,Swansea,UK
3838,14/01/2019,DEB,Brontosaurus Vegan,23.61,,16985.84,Dine Out,Swansea,UK
3839,14/01/2019,BP,REMUS MANAGEMENTV2,126.69,,17009.45,Clothes,,
3840,2019-11-01 00:00:00,CPT,LNK TESCO FABIAN W,60.0,,17136.14,Cash,Swansea,UK
3841,2019-11-01 00:00:00,DD,LV LIFE,37.12,,17196.14,Insurance,Swansea,UK
3842,2019-08-01 00:00:00,BP,SAVE THE CHANGE,0.79,,17233.26,Savings,Swansea,UK
3843,2019-07-01 00:00:00,DEB,Brontosaurus Vegan,21.41,,17234.05,Dine Out,Swansea,UK
3844,2019-07-01 00:00:00,DEB,NON-GBP PURCH FEE,0.5,,17255.46,Others,Swansea,UK
3845,2019-07-01 00:00:00,DEB,NON-GBP TRANS FEE,4.18,,17255.96,Others,Swansea,UK
3846,2019-07-01 00:00:00,DEB,ART VILLA NAUTILUS,140.0,,17260.14,Hotels,Santa Cruz de Tenerife,Spain
3847,2019-07-01 00:00:00,DEB,GWR BRISTOL TM SST,28.8,,17400.14,Travel,Bristol,
3848,2019-07-01 00:00:00,CPT,LOYD LOYD 802 OXFO,60.0,,17428.94,Cash,Swansea,UK
3849,2019-03-01 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,17488.94,Insurance,Swansea,UK
3850,2019-03-01 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,17485.94,Bills,Swansea,UK
3851,2019-03-01 00:00:00,DD,ASSURANT INTER LTD,21.15,,17488.94,Supplementary Income,Swansea,UK
3852,2019-03-01 00:00:00,DD,ZURICH,20.69,,17510.09,Insurance,Swansea,UK
3853,2019-02-01 00:00:00,,INTEREST (GROSS),,6.12,17530.78,Interest,Swansea,UK
3854,2019-02-01 00:00:00,DD,PRINCIPALITY BS,957.26,,17524.66,Mortgage,Swansea,UK
3855,2019-02-01 00:00:00,DD,GOOD ENERGY LTD,97.0,,18481.92,Bills,Swansea,UK
3856,2019-02-01 00:00:00,DD,AVIVA LIFE,46.46,,18578.92,Insurance,Swansea,UK
3857,2019-02-01 00:00:00,DD,DWR CYMRU W WATER,23.5,,18625.38,Bills,Swansea,UK
3858,2019-02-01 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,18648.88,Savings,Swansea,UK
3859,31/12/2018,DD,UCU B ACCOUNT,24.26,,18948.88,Others,Swansea,UK
3860,31/12/2018,BP,SAVE THE CHANGE,0.6,,18973.14,Savings,Swansea,UK
3861,31/12/2018,BGC,SWANSEA UNI - PAY,,3251.36,18973.74,Paycheck,Swansea,UK
3862,28/12/2018,DEB,TFW RAIL SERVICES,8.4,,15722.38,Travel,,
3863,28/12/2018,BP,SAVE THE CHANGE,1.79,,15730.78,Savings,Swansea,UK
3864,27/12/2018,DEB,NON-GBP PURCH FEE,0.5,,15732.57,Others,Swansea,UK
3865,27/12/2018,DEB,NON-GBP TRANS FEE,1.34,,15733.07,Others,Swansea,UK
3866,27/12/2018,DEB,Hotel on Booking.c,45.14,,15734.41,Hotels,,
3867,27/12/2018,DEB,FRANCESCO LEONE,147.73,,15779.55,Services,Swansea,UK
3868,27/12/2018,DEB,NON-GBP PURCH FEE,0.5,,15927.28,Others,Swansea,UK
3869,27/12/2018,DEB,NON-GBP TRANS FEE,0.39,,15927.78,Others,Swansea,UK
3870,27/12/2018,DEB,COVIRAN LOS ABRIGO,13.34,,15928.17,Groceries,Santa Cruz de Tenerife,Spain
3871,27/12/2018,BP,SAVE THE CHANGE,1.77,,15941.51,Savings,Swansea,UK
3872,24/12/2018,DEB,AMZN Mktp UK*M2882,2.71,,15943.28,Amazon,Swansea,UK
3873,24/12/2018,DEB,Audible.co.uk,7.99,,15945.99,Entertainment,Swansea,UK
3874,24/12/2018,DEB,Brontosaurus Vegan,12.98,,15953.98,Dine Out,Swansea,UK
3875,24/12/2018,DEB,POST OFFICE SELF S,24.35,,15966.96,Others,Swansea,UK
3876,24/12/2018,DEB,SAINSBURY'S S/MKT,20.5,,15991.31,Groceries,,
3877,24/12/2018,DEB,MARKS&SPENCER PLC,2.7,,16011.81,Clothes,,
3878,24/12/2018,DD,CORGI HOMEPLAN,14.75,,16014.51,Home Improvement,Swansea,UK
3879,24/12/2018,BGC,SWANSEA UNIVERSITY,,516.6,16029.26,Supplementary Income,Swansea,UK
3880,24/12/2018,CPT,LNK M&S SWANSEA,40.0,,15512.66,Cash,Swansea,UK
3881,21/12/2018,CPT,P.O. 37 THE QUADAN,99.01,,15552.66,Entertainment,Swansea,UK
3882,21/12/2018,DD,VIRGIN MEDIA PYMTS,29.0,,15651.67,Bills,Nottingham,UK
3883,20/12/2018,BP,SAVE THE CHANGE,0.2,,15680.67,Savings,Swansea,UK
3884,19/12/2018,DEB,SAINSBURY'S S/MKT,24.8,,15680.87,Groceries,,
3885,19/12/2018,CPT,LNK TESCO FABIAN W,60.0,,15705.67,Cash,Swansea,UK
3886,19/12/2018,BP,SAVE THE CHANGE,0.09,,15765.67,Savings,Swansea,UK
3887,18/12/2018,DEB,Amazon.co.uk*M23Q2,5.91,,15765.76,Amazon,Swansea,UK
3888,18/12/2018,BP,SAVE THE CHANGE,1.26,,15771.67,Savings,Swansea,UK
3889,17/12/2018,DEB,TUI,259.0,,15772.93,Travel,,
3890,17/12/2018,DEB,TUI,84.0,,16031.93,Travel,,
3891,17/12/2018,DEB,DEBENHAMS,72.0,,16115.93,Other Shopping,,
3892,17/12/2018,DEB,HOSTEL WORLD,22.24,,16187.93,Hotels,,
3893,17/12/2018,DEB,TFW RAIL SERVICES,11.5,,16210.17,Travel,,
3894,17/12/2018,DD,O2,18.5,,16221.67,Other Shopping,Swansea,UK
3895,17/12/2018,CPT,LNK ARRIVA TRAINS,50.0,,16240.17,Cash,,
3896,14/12/2018,DEB,TESCO STORES 4628,11.0,,16290.17,Groceries,,
3897,14/12/2018,BGC,SWANSEA UNIVERSITY,,939.47,16301.17,Supplementary Income,Swansea,UK
3898,13/12/2018,DEB,EUROPEAN MOVING,230.0,,15361.7,Others,Swansea,UK
3899,13/12/2018,CPT,LNK TESCO FABIAN W,60.0,,15591.7,Cash,Swansea,UK
3900,2018-11-12 00:00:00,BP,SAVE THE CHANGE,0.51,,15651.7,Savings,Swansea,UK
3901,2018-10-12 00:00:00,CPT,LNK TESCO FABIAN W,40.0,,15652.21,Cash,Swansea,UK
3902,2018-10-12 00:00:00,DEB,MOUNTAIN WAREHOUSE,49.99,,15692.21,Other Shopping,Leicester,UK
3903,2018-10-12 00:00:00,DEB,TFW RAIL SERVICES,11.5,,15742.2,Travel,,
3904,2018-10-12 00:00:00,DD,LV LIFE,37.12,,15753.7,Insurance,Swansea,UK
3905,2018-10-12 00:00:00,CPT,LNK CARDIFF 1,40.0,,15790.82,Cash,Cardiff,UK
3906,2018-06-12 00:00:00,CPT,LNK TESCO FABIAN W,60.0,,15830.82,Cash,Swansea,UK
3907,2018-06-12 00:00:00,BP,SAVE THE CHANGE,1.11,,15890.82,Savings,Swansea,UK
3908,2018-05-12 00:00:00,DEB,EUROPEAN MOVING,511.7,,15891.93,Others,Swansea,UK
3909,2018-05-12 00:00:00,DEB,AMAZON.CO.UK*M005N,4.19,,16403.63,Amazon,Swansea,UK
3910,2018-05-12 00:00:00,BP,SAVE THE CHANGE,0.04,,16407.82,Savings,Swansea,UK
3911,2018-04-12 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,16407.86,Amazon,Swansea,UK
3912,2018-04-12 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,16404.86,Bills,Swansea,UK
3913,2018-04-12 00:00:00,DEB,AMZN MKTP UK*M04GF,3.96,,16407.86,Supplementary Income,Swansea,UK
3914,2018-04-12 00:00:00,CPT,LNK TESCO FABIAN W,40.0,,16411.82,Cash,Swansea,UK
